Albania,ALB,2/8/2021,,,,,71,,,,25,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/9/2021,1127,689,438,,82,0.04,0.02,0.02,28,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/10/2021,,,,,81,,,,28,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/11/2021,,,,,79,,,,27,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/12/2021,,,,,78,,,,27,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/13/2021,,,,,76,,,,26,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/14/2021,,,,,75,,,,26,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/15/2021,,,,,73,,,,25,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/16/2021,,,,,72,,,,25,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Albania,ALB,2/17/2021,1701,1090,611,,72,0.06,0.04,0.02,25,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-424-vaksinime-ne-dy-qendrat-e-vaksinimit-ne-shkoder-dhe-tirane/
Algeria,DZA,1/29/2021,0,,,,,0,,,,Sputnik V,Ministry of Health,https://www.aps.dz/regions/116777-blida-covid-19-trente-vaccines-au-matin-du-1er-jour-de-la-campagne
Algeria,DZA,1/30/2021,30,,,30,30,0,,,1,Sputnik V,Ministry of Health,https://www.aps.dz/regions/116777-blida-covid-19-trente-vaccines-au-matin-du-1er-jour-de-la-campagne
Andorra,AND,1/25/2021,576,576,,,,0.75,0.75,,,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,1/26/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,1/27/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,1/28/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,1/29/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,1/30/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,1/31/2021,,,,,66,,,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/1/2021,1036,1036,,,66,1.34,1.34,,854,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/2/2021,,,,,60,,,,777,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/3/2021,,,,,55,,,,712,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/4/2021,,,,,50,,,,647,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/5/2021,,,,,44,,,,569,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/6/2021,,,,,39,,,,505,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/7/2021,,,,,34,,,,440,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/8/2021,,,,,28,,,,362,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/9/2021,,,,,28,,,,362,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/10/2021,1291,1291,,,28,1.67,1.67,,362,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/11/2021,,,,,48,,,,621,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Andorra,AND,2/12/2021,1622,,,,68,2.1,,,880,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12423-els-casos-actius-de-la-covid-19-baixen-dels-500-per-primera-vegada-des-del-desembre-de-l-any-passat
Anguilla,AIA,2/4/2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/5/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/6/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/7/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/8/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/9/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/10/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/11/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/12/2021,,,,,149,,,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Anguilla,AIA,2/13/2021,1341,1341,,,149,8.94,8.94,,9932,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/posts/1391067271247845
Argentina,ARG,12/29/2020,700,,,,,0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,12/30/2020,,,,,15656,,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,12/31/2020,32013,,,,15656,0.07,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/1/2021,,,,,11070,,,,245,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/2/2021,,,,,8776,,,,194,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/3/2021,,,,,7400,,,,164,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/4/2021,39599,,,,6483,0.09,,,143,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/5/2021,,,,,7984,,,,177,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/6/2021,,,,,8173,,,,181,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/7/2021,,,,,8363,,,,185,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/8/2021,107542,,,,10519,0.24,,,233,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/9/2021,,,,,11942,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/10/2021,,,,,13365,,,,296,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/11/2021,,,,,14788,,,,327,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/12/2021,,,,,14056,,,,311,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/13/2021,166833,,,,13323,0.37,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/14/2021,,,,,13320,,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/15/2021,200759,,,,13317,0.44,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/16/2021,,,,,12971,,,,287,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/17/2021,,,,,12624,,,,279,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/18/2021,,,,,12278,,,,272,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/19/2021,,,,,11932,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/20/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/21/2021,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/22/2021,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/23/2021,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/24/2021,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/25/2021,292386,260122,32264,363,9046,0.65,0.58,0.07,200,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/26/2021,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/27/2021,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/28/2021,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/29/2021,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/30/2021,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,1/31/2021,,,,,11299,,,,250,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/1/2021,375851,281577,94274,,11924,0.83,0.62,0.21,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/2/2021,,,,,11475,,,,254,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/3/2021,396562,284196,112366,,11218,0.88,0.63,0.25,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/4/2021,444018,297717,146301,47456,16574,0.98,0.66,0.32,367,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/5/2021,,,,,16238,,,,359,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/6/2021,471383,307501,163882,,15000,1.04,0.68,0.36,332,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/7/2021,501152,319316,181836,29769,18576,1.11,0.71,0.4,411,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/8/2021,511582,322318,189264,10430,19390,1.13,0.71,0.42,429,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/9/2021,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/10/2021,535303,337772,197531,22125,19820,1.18,0.75,0.44,439,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/11/2021,572928,362649,210279,37625,18416,1.27,0.8,0.47,407,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/12/2021,591632,368023,223609,18704,19133,1.31,0.81,0.49,423,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/13/2021,606245,371629,234616,14613,19266,1.34,0.82,0.52,426,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/14/2021,609605,372122,237483,3360,15493,1.35,0.82,0.53,343,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/15/2021,609791,372181,237610,186,14030,1.35,0.82,0.53,310,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/16/2021,611169,373253,237916,1378,13999,1.35,0.83,0.53,310,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2/17/2021,612322,374002,238320,1153,11003,1.35,0.83,0.53,243,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,1/10/2021,,6784,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/11/2021,,11559,,,,,0.13,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/12/2021,,13172,,,,,0.15,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/13/2021,21259,20064,,,,0.24,0.22,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/14/2021,47087,29359,,25828,6457,0.52,0.33,,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/15/2021,67473,39751,,20386,9243,0.75,0.44,,1026,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/16/2021,76066,50402,,8593,9134,0.84,0.56,,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/17/2021,82005,55450,,5939,8678,0.91,0.62,,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/18/2021,88973,60708,304,6968,9673,0.99,0.67,0,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/19/2021,97389,70474,1034,8416,10876,1.08,0.78,0.01,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/20/2021,127354,86888,2007,29965,15156,1.41,0.96,0.02,1683,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,1/21/2021,152843,105038,3214,25489,15108,1.7,1.17,0.04,1677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
